context|end|flags|hp_id|index|line|negated|pat_id|relevant|score|section|start
ARSs are essential and ubiquitously expressed enzymes and responsible for ligating amino acids to cognate tRNA molecules (aminoacylation) in mitochondria and in the cytosol.. Mutations in at least five mitochondrial ARSs have already been associated with brain specific phenotypes, and at least four genes encoding cytoplasmic ARS have been implicated in inherited peripheral neuropathy with an axonal pathology (for review see, e.g., Oprescu, Griffin, Beg, &amp: Antonellis, 2016: Wallen &amp: Antonellis, 2013: Yao &amp: Fox, 2013).<br>Here, we report on two Iranian families affected by ARID with similar accompanying features (Table 1).. Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|240.0|set()|HP:0002167|49.0|In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.|0.0|None|0.0|1|1 INTRODUCTION|223.0
ARSs are essential and ubiquitously expressed enzymes and responsible for ligating amino acids to cognate tRNA molecules (aminoacylation) in mitochondria and in the cytosol.. Mutations in at least five mitochondrial ARSs have already been associated with brain specific phenotypes, and at least four genes encoding cytoplasmic ARS have been implicated in inherited peripheral neuropathy with an axonal pathology (for review see, e.g., Oprescu, Griffin, Beg, &amp: Antonellis, 2016: Wallen &amp: Antonellis, 2013: Yao &amp: Fox, 2013).<br>Here, we report on two Iranian families affected by ARID with similar accompanying features (Table 1).. Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|265.0|set()|HP:0000718|49.0|In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.|0.0|None|0.0|1|1 INTRODUCTION|246.0
Mutations in at least five mitochondrial ARSs have already been associated with brain specific phenotypes, and at least four genes encoding cytoplasmic ARS have been implicated in inherited peripheral neuropathy with an axonal pathology (for review see, e.g., Oprescu, Griffin, Beg, &amp: Antonellis, 2016: Wallen &amp: Antonellis, 2013: Yao &amp: Fox, 2013).<br>Here, we report on two Iranian families affected by ARID with similar accompanying features (Table 1).. Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.|19.0|set()|HP:0032320|50.0|The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.|0.0|None|0.0|1|1 INTRODUCTION|12.0
Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.. The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>|136.0|set()|HP:0032320|51.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|1.0|None|0.0|1|1 INTRODUCTION|127.0
Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.. The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>|267.0|set()|HP:0001251|51.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|1.0|None|0.0|1|1 INTRODUCTION|261.0
Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.. The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>|286.0|set()|HP:0002167|51.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|1.0|None|0.0|1|1 INTRODUCTION|269.0
Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.. The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>|300.0|set()|HP:0000252|51.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|1.0|None|0.0|1|1 INTRODUCTION|288.0
Using homozygosity mapping, next generation sequencing and Sanger sequencing approaches, we have identified mutations in two different ARS genes.. In the first family, homozygosity mapping in combination with subsequent mutation screening revealed a homozygous missense mutation in the  () gene (MIM# 607529), which co segregates with moderate ID, microcephaly, ataxia, speech impairment, and aggressive behavior.. The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.. The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>|325.0|set()|HP:0000718|51.0|Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.|1.0|None|0.0|1|1 INTRODUCTION|306.0
The variant affects an amino acid residue that is highly conserved across the animal kingdom and it leads to unstable protein expression in mammalian cells.. Moreover, the missense change leads to reduced enzymatic activity .<br>In the second family, we found compound DNA alterations affecting the mitochondrial  () gene (MIM# 604733) by whole genome sequencing and could show that both co segregate with moderate ID, ataxia, speech impairment, microcephaly, and aggressive behavior.. The frameshift mutation on the paternal allele (c.325delA, p. Ser109Alafs*159) very likely leads to the degradation of  mRNA by NMD, given its position relative to the terminal exon.. The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>. <br>. <br>|76.0|set()|HP:0032320|53.0|The second change (c.37T&gt:G, p. Trp13Gly), on the maternal allele, affects a mitochondrial signal peptide (SP) leading to mislocalization of the mutant protein in the cells.<br>and  add to the list of ubiquitously expressed genes implicated in ARID.<br>Furthermore, our results underscore the importance of ARSs in neuronal function and brain development.<br><h2>2 MATERIALS AND METHODS</h2>|0.0|None|1.0|1|2 MATERIALS AND METHODS|69.0
In case of the only plausible candidate gene, , PCR was performed in independent PCR reactions (primers are listed in Supp.. Table S1).. In addition, siblings and parents were also sequenced, when available, to confirm appropriate co segregation of the allele within the families.. Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.. Moreover, we used the publically available sequencing databases as well as in house databases containing more than 400 exomes to further extend the control cohort.. The DNA mutation numbering system used is based on the cDNA sequence where +1 is the A of the ATG translation initiation codon in the reference sequence.<br>In silico prediction of pathogenic effect of the variants identified in this study was performed using Polyphen2 (Adzhubei et al., 2010), SIFT (Ng &amp: Henikoff, 2001), Mutation Taster (Schwarz, Rodelsperger, Schuelke, &amp: Seelow, 2010), and Logit score developed by Hu et al.|90.0|{'individuals'}|HP:0032322|76.0|Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.|0.0|family 1|1.0|1|2.3 Mutation screening and evaluation|83.0
In case of the only plausible candidate gene, , PCR was performed in independent PCR reactions (primers are listed in Supp.. Table S1).. In addition, siblings and parents were also sequenced, when available, to confirm appropriate co segregation of the allele within the families.. Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.. Moreover, we used the publically available sequencing databases as well as in house databases containing more than 400 exomes to further extend the control cohort.. The DNA mutation numbering system used is based on the cDNA sequence where +1 is the A of the ATG translation initiation codon in the reference sequence.<br>In silico prediction of pathogenic effect of the variants identified in this study was performed using Polyphen2 (Adzhubei et al., 2010), SIFT (Ng &amp: Henikoff, 2001), Mutation Taster (Schwarz, Rodelsperger, Schuelke, &amp: Seelow, 2010), and Logit score developed by Hu et al.|49.0|{'individuals'}|HP:0032322|76.0|Furthermore, ethnically matched unrelated healthy individuals as well as unrelated healthy German individuals were also directly screened for the mutations.|0.0|family 1|1.0|1|2.3 Mutation screening and evaluation|42.0
The DNA mutation numbering system used is based on the cDNA sequence where +1 is the A of the ATG translation initiation codon in the reference sequence.<br>In silico prediction of pathogenic effect of the variants identified in this study was performed using Polyphen2 (Adzhubei et al., 2010), SIFT (Ng &amp: Henikoff, 2001), Mutation Taster (Schwarz, Rodelsperger, Schuelke, &amp: Seelow, 2010), and Logit score developed by Hu et al.. (2014).<br>We employed the PyMOL software (The PyMOL Molecular Graphics System, Version 1.5.0.1 Schrödinger, LLC) to model the protein structures of the mutant SARS based on the wild type (WT) crystal structures (3VBB) available in the Protein Data Bank PDB (Xu et al., 2012) and performed an in silico analysis to estimate the effect of the mutations on protein stability using Concoord/PBSA (Benedix, Becker, de Groot, Caflisch, &amp: Bockmann, 2009: Potapov, Cohen, &amp: Schreiber, 2009), DUET (URL: http://bleoberis.bioc.cam.ac.uk/duet), SCide (URL: http://www.enzim.hu/scide/), PoPMuSiC (URL: http://www.hsls.pitt.edu/obrc/index.php?page = URL1258139151), MUpro (http://mupro.proteomics.ics.uci.edu.proxy.library.uu.nl/), and I Mutant 2.0 (URL: http://gpcr.biocomp.unibo.it/cgi/predictors/I-Mutant2.0/I-Mutant2.0.cgi).<br>Family 2 was part of a large study of the molecular basis of ARID and genotyping results of six DNA samples (IV:2, IV:3, V:2, V:7, V:8, V:9) from this family were used for homozygosity mapping and multipoint parametric and non parametric linkage analysis.. We identified three homozygous genomic intervals with LOD scores above 2 (Family M153 (Najmabadi et al., 2011)).. Haplotype construction showed homozygous SNP haplotypes for all affected members within these three intervals.. Subsequently, the three homozygous regions were enriched and next generation sequencing was performed but upon filtering no homozygous apparently disease causing mutation could be identified.. More recently, this negative result was confirmed using the medical re sequencing analysis pipeline Medical Re sequencing Analysis Pipeline (MERAP) (Hu et al., 2014) (URL: https://sourceforge.net/projects/merap).|72.0|{'members'}|HP:0032320|81.0|Haplotype construction showed homozygous SNP haplotypes for all affected members within these three intervals.|0.0|m153|1.0|1|2.3 Mutation screening and evaluation|64.0
Subsequently, the three homozygous regions were enriched and next generation sequencing was performed but upon filtering no homozygous apparently disease causing mutation could be identified.. More recently, this negative result was confirmed using the medical re sequencing analysis pipeline Medical Re sequencing Analysis Pipeline (MERAP) (Hu et al., 2014) (URL: https://sourceforge.net/projects/merap).. This prompted us to perform whole genome sequencing to search for causative mutations even outside the homozygous regions.. Whole genome sequencing was performed in one affected (V:7) by Complete Genomics (Mountain View, CA) as previously described (Drmanac et al., 2010).. The mappable reads sum up to 160G, and the sequence fraction with &gt:10× coverage was 0.976 and with &gt:20× coverage was 0.936.. Sequence reads were mapped to the reference genome (human reference genome, assembly GCRh37/hg19).|53.0|{'previously'}|HP:0032320|85.0|Whole genome sequencing was performed in one affected (V:7) by Complete Genomics (Mountain View, CA) as previously described (Drmanac et al., 2010).|0.0|m153|1.0|1|2.3 Mutation screening and evaluation|45.0
